电影名称,评分,短评数量,前 5 条热门短评
超能陆战队 Big Hero 6,8.7,126238,白馒头的专场 剧情弱 但做得真是帅 小细节眼花缭乱 倘若那SF旧金山是真的 我愿意在那儿呆到死 Baymax小碎步慢慢倒腾&各种卡门蠢cry Stan Lee老爷子真土豪 有绚烂的飞行的场面(估计是眼红隔壁棚驯龙记) 其他人尚好 唯独熊孩子那身基佬紫不能忍 哥哥实在太完美了...
超能陆战队 Big Hero 6,8.7,126238,史上最萌胖子诞生！要抱抱！彩蛋里的斯坦·李也是蛮拼的！
超能陆战队 Big Hero 6,8.7,126238,【大白，卖的一手好萌】一波三折，妙趣横生。悬疑和温情，搞笑与动作，即使拍成真人版也绝对是一部好题材和好故事。大白呆萌可爱一逗比，细节刻画真实有趣，放气如放屁，警察局撕扯胶带还有低电量时如同宿醉一样。最后，“I will always with you ！”绝对催泪。开年最佳动画！
超能陆战队 Big Hero 6,8.7,126238,漫威大法终于烧到了迪斯尼动画！全程钢铁侠x战警变形金刚瓦力等超级大片附身，虽然2.28才在大陆上映，不过资源已经出了，本片可比肩乐高大电影成为我心中的2014年动画电影最佳，另，大白终于撼动了瓦力的影史最萌机器人的地位，在此立帖为证，要是三月份不火你打我（片尾彩蛋亮了）
无人知晓 誰も知らない,9.1,47872,家中早已经没有了妈妈，生活早已经很拮据，水电早已经停了，今天吃过的泡面汤要留作明天拌饭，喜爱画画就画在水电停用通知单上，从公园偷水饮用，把摔死的妹妹埋掉......这一切，都没有人知道
无人知晓 誰も知らない,9.1,47872,男孩一次也没有掉过泪，你看见了吗。
无人知晓 誰も知らない,9.1,47872,"艾小柯写的：两个十几岁的孩子，白衣服上沾了泥巴，迎着微曦的曙光，在空旷的早晨一语不发的从黑暗走向黎明，耳边响起的是《珍宝》的歌声：“姗姗来迟的春光，让人深吸一口气……我逐渐成长，没有人可以亲近……”——这段情节最美了 "
无人知晓 誰も知らない,9.1,47872,意识到yuki已经死掉的那一刻，我一连说了十几个shit。难过却哭不出，像是被谁狠狠打懵了，完全不知该如何反应。
无人知晓 誰も知らない,9.1,47872,埋葬妹妹时，黑暗中特写哥哥微微颤抖的手，那是一双12岁男孩的小手，它将土慢慢撒到箱子上。死亡的主题再次让人动容。真正理解的生命的人不会在死亡面前别过头去，真正勇敢的人即使在不断的失去中也能找到安顿自己生命的力量，但当这种坚韧出现在这些无人知晓的孩子身上的时候，却只让人感到生之残酷
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,67009,此生暂借于世上。。这是无言的结局，我能想见阿莉艾蒂最终被同族淳朴少年打动，相守繁衍。那个有温柔眼眸的人，从此相忘天涯，深藏于心。
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,67009,我相信他们终有一天还会遇见的。
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,67009,刚去看了回来，音乐实在太赞了！
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,67009,香港首映宫崎峻的借东西的小女孩亚利亚蒂。刚看完出来。观众在亮灯时仍然没人起身，一直到字幕结束。非常唯美，非常感人。我要去下ost。电影给六颗星。
借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,8.8,67009,还是那个最纯粹的宫崎骏。
神偷奶爸 Despicable Me,8.6,91469,“我爱你”的那张图片太有爱了
神偷奶爸 Despicable Me,8.6,91469,今年看到最吊的动画了
神偷奶爸 Despicable Me,8.6,91469,下次把長城偷了得。
神偷奶爸 Despicable Me,8.6,91469,Gru还是卑鄙阶段的好啊，太集中注意力在Gru的口音上居然完全没有听出是steve carell配音！重看听到他说this is a recording machine please leave a message才发现“这根本就是micheal会做的事情”= =||
神偷奶爸 Despicable Me,8.6,91469,"里面的小女孩太可爱了,猫咪也画的很萌~"
"怪兽电力公司 Monsters, Inc.",8.7,46149,那一声KITTY，软了我的眼泪。
"怪兽电力公司 Monsters, Inc.",8.7,46149,"""不要给它起名字，起了名字就有感情了""，不管是什么物种，它们的情感在皮克斯手笔下永远都是那么细腻，看到毛怪对小阿布告别时说：“Go ahead, Go grow up...” 眼珠各种打滚。《WALL·E》之外最爱的一部Pixar动画长片。We scare, because we care. "
"怪兽电力公司 Monsters, Inc.",8.7,46149,不要以外表来判断一个人的心，宝贝，永远都不要。
"怪兽电力公司 Monsters, Inc.",8.7,46149,"超级喜欢,看了三次.也许我有时候不想要那么多复杂的东西.这些简单美好的就可以了."
"怪兽电力公司 Monsters, Inc.",8.7,46149,口碑巨好但我一直都特无感的一部。。。。。。可能是因为我特烦小孩吧。。。看到片子里那个孩子一直闹闹闹，我都快疯了。。。这里面最喜欢的就是布西密配的兰道~~~~~~~大眼怪也萌死了~不过放在2001年确实不错~~~
风之谷 風の谷のナウシカ,8.9,32757,宫崎骏的主角为什么都是女生==
风之谷 風の谷のナウシカ,8.9,32757,潇洒、乐观、仁爱的女英雄，用爱拯救了自己的领土。宫崎骏的电影真的是太有启发性了，小时候也是完全没看懂。宫崎骏不管哪部电影都是在宣导爱，正义，和平，友善，人性的温暖。但，王虫真的好恶心！
风之谷 風の谷のナウシカ,8.9,32757,宫崎骏的起点如此之高。略有烂尾之嫌，世界观、画风、情节都很赞。可以看看其中的运动镜头，尤其是对飞行的表现。这个主题之前手冢治虫讨论过。另外久石让的配乐怎么听得那么耳熟，这一部好像《花火》……
风之谷 風の谷のナウシカ,8.9,32757,相当和谐的主题和世界观，经济与环境的矛盾、保护与破坏的冲突，人类将会走向什么未来？世界末日来临之前，大自然的绿色仍旧在为地球付出，为人类服务。当娜乌西卡公主在黄金色的草原上时，我感动死了...久石让的配乐部部很赞。
风之谷 風の谷のナウシカ,8.9,32757,【B+】我果然还是更喜欢宫崎骏更具深度更宏大的那类动画，这片子有一种独特的质感，但说教意味太浓（老婆婆这个角色甚至就是为了说教存在的），而且那个结局三两下就算完事儿也太敷衍了吧！比幽灵公主要差不少
玩具总动员3 Toy Story 3,8.8,55913,我87年出生，，看toy 1是小学3年级。看toy3是大学毕业。纯爷们，没哭死我。。。。我想说 这是皮克斯送给我们这代人的一份礼物。再见了，我的童年，谢谢你，皮克斯
玩具总动员3 Toy Story 3,8.8,55913,玩具总动员3的感人之处就是帮我们这些老家伙给了一个正式的和童年say goodbye的机会，当上大学的andy再一次背起woody的时候，十五年的光阴就这么友好又温柔地消失在木栅屋远处的夕阳中了。
玩具总动员3 Toy Story 3,8.8,55913,让我笑已经够了，居然还能让我哭，nice job！
玩具总动员3 Toy Story 3,8.8,55913,结尾的煽情很见水准，但现实中哪里还找得到Andy这样单纯童真的17岁少年呢？！
玩具总动员3 Toy Story 3,8.8,55913,虽然是动画片，但没有一味地弘扬真善美，也反映了人性丑恶的一面。比如抱抱熊罗素，它被替代了，它自己要走，还强行要别人也跟着离开。胡迪救了它一命，它还恩将仇报。除此之外，它还挑拨离间，企图让巴斯光年背叛朋友。软的不行就来硬的，将巴斯光年恢复出厂设置，甚至提醒巴斯光年“当心它们对你用反间计”，太可怕了。幼儿园充满黑暗和邪恶，连玩具也存在金字塔制度，分阶层和等级，有各种明争暗斗。有卡车队伍巡逻...
完美的世界 A Perfect World,9.1,36647,我只杀过两个人，一个伤害了我妈妈，一个伤害了你
完美的世界 A Perfect World,9.1,36647,他看见他，他带走他，就像带走童年的自己。他终于相信这个世界有鬼了，眼前这个开枪打伤他的小鬼就是童年自己的鬼魅。“再见，这是完美之旅。”再见，布奇。
完美的世界 A Perfect World,9.1,36647,遥远的记忆啊……每次看的时候都想如果Kevin要我做人质，一定张开双手欢迎，然后收紧两臂学足无尾熊的样子抱住他的大腿死都不放。有他当爹，再有Eastwood当爷爷，就是一个perfect world了。肚腩长在有些人身上莫名地就成了一块萌肉
完美的世界 A Perfect World,9.1,36647,他杀过人，却未动手打过一下菲利普，这段通往地狱的旅行过程中，当他看到妈妈因为怕孩子把新车弄脏而打骂孩子；爷爷嫌孙子动作慢而对孙子抬手耳刮子时，眼底的愤怒与不屑、憎恨与仇视，皆因他拥有一个对任何人都拳脚相加的父亲。这段近似父子的不寻常感情在影片结尾得到升华，我亦哭得稀里哗啦！
完美的世界 A Perfect World,9.1,36647,哭了 小孩可爱，大叔也很会煽情，烂漫的骨子里还有一颗梦想的心
血战钢锯岭 Hacksaw Ridge,8.7,130421,截我影评里的一段话。有个印象很深的片段，首战第一晚他与战友两人坐在战壕里，战友开了一个罐头问他怎么不吃。满脸黑漆漆战灰的道斯笑着摆了摆手说：我不吃肉。我突然觉得多么可敬的人啊，他的信仰无法改变战争，而战争却拿他看似最普通的信仰也无可奈何。
血战钢锯岭 Hacksaw Ridge,8.7,130421,没有真人真事加持，你真会觉得，梅尔·吉布森是一枚假天主之名的神棍。当真实不可思议到某一个程度，你就会觉得，它怎么可以比电影还假啊。但这么老派的关乎个人信仰的电影，傻纯真的故事，看起来还是令人动容。电影是《全金属外壳》的两段式结构，大段的平静和抗争后，突然进入手撕鬼子的地狱模式。
血战钢锯岭 Hacksaw Ridge,8.7,130421,看完觉得吹牛啊，结果片尾出现正主时震惊了，再一查历史，真实道哥居然比电影里还开挂，真死人堆里爬出来的。当下好莱坞难得一见的右派电影，梅尔吉布森甩掉了神神叨叨，拿出宗教信仰和残酷战场，战争场景真实血腥，令人发指的牛逼 #这战争场景要是3D高清估计得看吐了#
血战钢锯岭 Hacksaw Ridge,8.7,130421,枪林弹雨过，片叶不沾身。信仰没能改变战争，但也没让战争改变自己。梅尔·吉布森的宗教狂热病和个人英雄主义都让我想BB，但因为有本命在闭着眼睛也要给五星啊～（只有加菲才能这么一脸阳光的面对杀戮和暴力，五好青年的笑容太美！！！）
血战钢锯岭 Hacksaw Ridge,8.7,130421,李安想告诉我们英雄是会软弱会迷茫的平凡人，梅尔吉布森告诉我们英雄都是神一样的人。但是这部片的好处是，同样是展现人的神化，它可比手撕鬼子的剧真实多了。大概是因为真正的神从来不觉得自己所做的一切常人难以企及，他只是谦卑地认为自己做的还不够。克制是最大的美德。
上帝之城 Cidade de Deus,8.9,37237,脸盲症发作，愣是20分钟才把人脸分清。
上帝之城 Cidade de Deus,8.9,37237,史上最强剪辑，《低俗小说》遇上它也要甘拜下风！第一次接触巴西电影，就让我着实惊叹了一大下~~
上帝之城 Cidade de Deus,8.9,37237,“被上帝抛弃了的上帝之城”。无望之城。抢劫、杀人、贩毒、少年帮派、警匪一家……出生于此的孩子们唯有依靠信仰、爱情、音乐、教育等才有可能“飞跃贫民窟”，但在那之前，你得确保自己活着。“讲故事”的表现形式冲淡了些许戾气，如若不然，也许会残酷得让人看不下去。
上帝之城 Cidade de Deus,8.9,37237,不只枪支，摄影也可以改变命运。血腥暴力、丛林法则以及完全不会出现在明信片上的里约。剪辑酣畅淋漓得像桑巴舞曲。据说奥运期间巴西政府对贫民窟的做法是建堵高墙眼不见为净，我...
上帝之城 Cidade de Deus,8.9,37237,形式与内容并重的经典。巧妙的多线叙事，人物相互穿插、叠层、牵扯。各种枪击事件的发生以俯拍的九宫格式的构图来呈现。在无主之城里，江山易主是为常事。开始的结束——群人拿着枪捉鸡——结束的开始。“我现在不叫阿炮，我是摄影师威尔森·罗利吉。”
傲慢与偏见 Pride & Prejudice,8.6,98382,导演对镜头，光线，画面的掌控太让人赞叹了，剧情本身对我来说倒是平淡了点儿（凯拉奈特莉凭借此片获得奥斯卡提名，你们一群2B嚷嚷她演的垃圾？秀优越感是吗？）
傲慢与偏见 Pride & Prejudice,8.6,98382,油彩画一般的电影。真是被片子里的景色美到心中去了。初中收藏的dvd碟片现在还留着，年少不知情滋味，却格外喜欢这种潺潺如流水的爱情故事。
傲慢与偏见 Pride & Prejudice,8.6,98382,和Becoming Jane时一样的感动与幻想让我摇摇欲坠。青色雾散青草疯长清河逆流才送来一个Mr.Darcy。是否看一次奥斯汀就爱一次男主角。Anyway，你们的神色有相近所以让我觉得亲切。短剧要成功。
傲慢与偏见 Pride & Prejudice,8.6,98382,达西和伊丽莎白山穷水复的爱情故事，作为英国文化中一个经典的浪漫符号，却永远纯洁的不染尘埃。我极喜欢伊丽莎白伫立湖畔的身影伶俐，有所思而又无所待，“我已亭亭，无忧亦无惧”的那种对待爱情的勇气，一旦明白了自己的心意，再无所畏惧。
傲慢与偏见 Pride & Prejudice,8.6,98382,看了十多遍了，真是太喜欢这种调调了。尤其里面的配乐真的太棒。导演善于利用光影，把Knightly拍的超美。还有我们Mr.Darcy，乍一看不觉得好看，但是越看越有魅力。真的大爱这部电影，每次打开看，都会沉浸在绝美的画面当中，而且心情也会非常平静。
时空恋旅人 About Time,8.7,89814,穿越界第一女朋友:Rachel McAdams; 喜欢这部片子的光感，最爱大雨如注的那场婚礼，你紧张地问我，是不是想要一个阳光明媚的婚礼，不不，一切不需要重来，一生只这一次就好。
时空恋旅人 About Time,8.7,89814,理查德·柯蒂斯擅长的轻松有趣加温情。时空旅行仅是噱头，重头还是亲情。当主角发现即便可以时空旅行，仍无法避免那些生活的悲剧。比如亲人的离去，我们始终无能为力，这恐怕是最触动我的地方。最终的主题仍是学会爱，学会生活，并珍惜与亲人的每一天，这话说来容易，实际却相当难。生活中同样应该如此
时空恋旅人 About Time,8.7,89814,“我试着过好每一天，就像我已经穿越回去那天一样，去享受它，当它是我非凡却又普通人生的最后一天…跌跌撞撞和摔倒都造就了现在的我。” 扔掉可反悔的《人生遥控器》，过好每一天！50%的浪漫爱情+50%的家庭亲情和人生感悟，不如《真爱至上》《海盗电台》浪漫的彻底，却也直抵人心。打个俗分4星。
时空恋旅人 About Time,8.7,89814,选角美，配乐美，造型美，镜头美，剧情美，台词美，这样一部让人心情好的电影，我都快忘了爱情事件多美的事儿了，可电影不仅仅只描述了爱情，还有温馨的家人，给一百颗星都不够！Rachel这样可人的女孩，要遇到了我一定会去追 ❤
时空恋旅人 About Time,8.7,89814,"是放在硬盘里很久了的电影。今天无意间看起来，却意外哭得撕心裂肺。比起片中的爱情，更让我触动的是男主与父亲的亲情线，看完电影马上给父母发了我爱你。 btw,仔细想了想，我庆幸自己没有回到过去的能力，否则可能也会不由自主的修正每一段回忆，但其实正是这些遗憾的笨拙的回忆造就了我，让我是我啊"
电锯惊魂 Saw,8.7,54485,最后五分钟让我全身发抖！
电锯惊魂 Saw,8.7,54485,这其实是个励志片好不好，杀手先生告诉俺们即使在生命的尽头还是能干成很多事情滴~
电锯惊魂 Saw,8.7,54485,这么多年了 没看之前我一直以为这片子是讲一个拿着电锯的杀人狂的故事...另外 我也终于明白了为什么豆瓣要改版把论坛话题隐藏 是为了防止我们看到剧透啊！！（那个剧透的人去死去死）
电锯惊魂 Saw,8.7,54485,看第一部的时候着实被他的情节设计给惊讶到了。
电锯惊魂 Saw,8.7,54485,害我一晚都睡不着，三更半夜起来读英语！
喜宴 囍宴,8.9,47659,看來 高爸爸也是gay  跟張管家有一腿  但是爲了這個家嘛  延續香火 就只好結婚生娃咯
喜宴 囍宴,8.9,47659,看到房间号1069我的玻璃心碎了一地...
喜宴 囍宴,8.9,47659,少年时看过后存在硬盘里，想着哪天出柜时放给母亲看。后来母亲走了，我没能给她一场喜宴，也没能给她看过这部电影。这一生再也没有机会了。今晚我囫囵吞枣地又看了一遍，然后删除，从此没有福分将它留在硬盘里。
喜宴 囍宴,8.9,47659,作为导演，李安在《喜宴》中的表现还略嫌稚嫩，电影中粗糙的细节比比皆是，远不及《卧虎藏龙》之后的精雕细琢；但从内容与情节上来说，这部我感觉却是李安最精品的几部电影之一：放了很多心血心思上去啊，对文化差异的刻画准确犀利而生动活泼。这部电影李安作为编剧比作为导演更成功。
喜宴 囍宴,8.9,47659,《喜宴》最好的地方在于拍成了喜剧片，而且真的能让人笑出来，如果板着脸讲这个故事，说不定就味同嚼蜡了。这么多年李安对于乖乖仔的审美一直都没什么变化，从赵文瑄到托比·马奎尔、王力宏和比利林恩，他就是喜欢五官深邃且人畜无害的大男孩。
教父3 The Godfather: Part III,8.9,24788,一个完整的教父，最后风烛残年很令人感动。其实并没有像很多人那样不喜欢这部经典的第三部，毕竟时隔这么多年不管是导演还是演员各方面都变化太大了，能保持在水准之上已经实属不易。★★★★
教父3 The Godfather: Part III,8.9,24788,Michael Corleone也想做一个好人。但人在江湖，身不由己，为了家族，黑道浮沉数十载，甚至杀死了自己的哥哥。风烛残年的昔日教父坐在故乡夕阳下的藤椅上，回想这世间他最爱的三个女人，如今全都已离他而去。手间滑落的橘子、两只土狗与一口老井见证了他最后的悲凉。 ——2018重温
教父3 The Godfather: Part III,8.9,24788,牛逼人物的特质是枪都开不死。帕西诺。
教父3 The Godfather: Part III,8.9,24788,麦克老了啊，越发孤独，悲凉又无奈。说到底，人在解决了温饱之后，最需要的是关系，如果不能和人建立感情，位高权重又有什么用。
教父3 The Godfather: Part III,8.9,24788,一切始于对家庭的责任，可是最后却让家人处于更危险的处境之中，不归路有时以这样悖论的方式展开。人们都爱你意气风发的初登场，我却独爱你暮年的晚景凄凉，有悔但仍有爱。反正所有人的结局都一样。
谍影重重3 The Bourne Ultimatum,8.8,33486,车站和小镇两段，绝对的经典。
谍影重重3 The Bourne Ultimatum,8.8,33486,谍影重重三部曲，一部比一部好看，有“倒食甘蔗，渐入佳境”之感。难得。
谍影重重3 The Bourne Ultimatum,8.8,33486,难怪马特达蒙那几年间当选最性感男星，伯恩系列的特点是主角冷静理智不耍帅，靠智商和观察力取胜，这才像个特工吧，和伯恩相比，邦德和汤帅哥都不够聪明的感觉，编剧让人想鼓掌，低调又紧凑。诚恳的五星好片。
谍影重重3 The Bourne Ultimatum,8.8,33486,"喜欢电影的节奏。(果然,拿了最佳剪辑...)"
谍影重重3 The Bourne Ultimatum,8.8,33486,一夫当关万夫莫开。虽然有点神化，但伯恩真是这一行的大师啊~
岁月神偷 歲月神偷,8.7,95904,没想到2010年还能看到这样的电影，感到很幸福。
岁月神偷 歲月神偷,8.7,95904,老演员表现非常精彩，新生代与小演员则一塌糊涂；布景与摄影都很粗糙；台词过分直白外露，细节安排不周到，刻意煽情；太情节缺乏深度，除了亲情尚有力度，其余都是苍白的怀旧。
岁月神偷 歲月神偷,8.7,95904,哥哥倒下到弟弟接力的精英回首，父亲的道别和母亲的无奈，隔一层玻璃观看的热带鱼和上世纪60年代的深水埗
岁月神偷 歲月神偷,8.7,95904,并未洗净铅华，却用最自然的从容令人动容
岁月神偷 歲月神偷,8.7,95904,影院里我哭的跟罗进二似的
英雄本色,8.7,43911,我親愛的小馬哥，時至今日你讓我感嘆英雄遲暮更是種折磨……
英雄本色,8.7,43911,故事情节即使在当年也没什么了不起的。但是狄龙周润发张国荣正好分别代表了儒雅内敛、升级打怪和单纯明朗三种状态，再加上导演功力惊人，所以呈现出行云流水动人心魄的效果。
英雄本色,8.7,43911,想不到我也过上了这种在电影院看经典老电影的“小资生活”……片中最动人的是小马哥给人洗车、在车库里吃盒饭那段戏，演得太好了。现在能够理解为什么法国的一次同性恋影展里会有这部电影了，周润发和狄龙的那种兄弟情，西方人可能真的理解不了。
英雄本色,8.7,43911,小时候还看不懂这片的情怀和意义 只看枪战精彩程度 更爱第二部 如今长大 回头看 浓浓的江湖兄弟情 讲义气 在那个年代盛行 如今 这世道变了~ 
英雄本色,8.7,43911,早年录像厅模糊印象 夜里被和某人重温了下 大叹原来当年主流片也这么恶心啊！ 张国荣还略显稚嫩 当然这也和面具化的人设不无关系 和十三少 风月 阿飞还远不能相提并论。兄弟情义的问题么，这叫人心慌，这叫人心慌。一向不怎么待见吴宇森的，“我已经倒霉了好多年”令人笑场。
七武士 七人の侍,9.2,26015,赢的是那些农民，不是我们。
七武士 七人の侍,9.2,26015,五十多年前的动作片，久看不厌，历久常新，大师的功力不同凡响
七武士 七人の侍,9.2,26015,原以为我会觉得“那时候能够拍成这样已经很了不起了”，看完后才知道“这种拍摄效果今天很多导演尤其中国导演都拍不出来”……2019年重看了本片，发现了不少细节。故事开头找武士同伴，师父让徒弟用木棒袭击武士时，几个农民赶紧往后退，由于后退得太自然，以往这个细节被我忽略了，但这个后退的动作，却说明了农民把责任推给了武士（师父），不想承担被袭击武士的怒意，尽管他们才应该是主要责任人、而不是被他们雇佣的师父...
七武士 七人の侍,9.2,26015,谁都没赢，即使是村民。
七武士 七人の侍,9.2,26015,农民寻贤求武士；武士精心部署之；部署完备等山贼；双方对战各损失；是赢是败难界定；农民欣喜武士伤。长叹息以掩涕兮，哀民生之多艰，以哀其农民之拙劣的本性——懦弱、猜疑、自私、松散、缺乏主见、固守成规；然而，哀而不怪，历史索然，形势所趋，只能寄望于未来，农民阶层可以雄起！
被解救的姜戈 Django Unchained,8.7,90816,舒尔茨大夫不远万里，来到米国。一个德国人，毫无利己的动机，把强哥的解放事业当作他自己的事业，这是什么精神？这是国际主义的精神，这是基友主义的精神，每一个好基友都要学习这种精神。
被解救的姜戈 Django Unchained,8.7,90816,本片很好的说明了什么叫做“躺枪”
被解救的姜戈 Django Unchained,8.7,90816,4.5。1.痞子昆就是这样，见你犯困了，他就来场重口味强心剂，于是，你又屁颠颠精神百倍。2.头套突袭那场笑喷了，炸平糖果庄园后的示爱也超浪漫。3.遗憾，姜戈痞气不足，沉默期与着魔期的跨度可以更夸张些。4.配乐及部分诗意输出不如[无耻混蛋]讲究，但台词更见功力了。5.同以解放黑奴，与[林肯]暗合。
被解救的姜戈 Django Unchained,8.7,90816,一部很high的意大利通心粉西部片，就是那种影迷们期待的痞子昆电影，竟然片中人人都觉得奴隶制很正常！诡辩的话唠神逻辑，绝不吝啬的番茄汁，类型杂糅的舒心配乐， 克里斯托弗·沃兹和塞缪尔·杰克逊神棍级的表演，最后故事又在失控中走向疯狂了，唯一的小遗憾就是影片剪辑的节奏始终慢半拍。★★★★
被解救的姜戈 Django Unchained,8.7,90816,前抑后扬，情绪逐级酝酿，最后半小时则以很昆汀的方式回馈观众。老式西部片通常都是杀人不见血，一声枪响一股烟，人就躺下了，昆汀这已经不是血浆了，是血雨，爆开的鲜血之雨。而鲜血染白花也成为昆汀拿手的暴力审美。慢镜、暴血加耍帅，味道都很对。姜戈拼自己名字的时候，旁边是老版的姜戈。4星半
功夫,8.5,62112,哪怕里面冷眼嘲笑一切世间丑恶，依然保留一个温暖的希望。小人物逆袭，充满悲与喜，泪水几人知，初心却未变。十年之后再看功夫，无论是打斗场面，特效技术，还是笑点包袱，依然不过时，华语动作电影巅峰之作。
功夫,8.5,62112,十分纳闷这部电影不上9分
功夫,8.5,62112,周星驰形式上的巅峰，但是意境已走下神坛
功夫,8.5,62112,华丽的夸张，情节倒是紧凑，毫不拖沓
功夫,8.5,62112,不知道看第几遍了，只感受视听语言和节奏就已经共振到流鼻血的程度。
疯狂原始人 The Croods,8.7,113179,就让动画片拯救全人类吧！！
疯狂原始人 The Croods,8.7,113179,现在好莱坞动画片太模式化了 永远都是在追求梦想或者冒险的路上有一个羁绊你的家庭/朋友，然后遇到一个靠谱异性青年/灵魂导师，经过艰难险阻重重误会发现家太阳最红毛主席最亲家人朋友才是第一位，最后无论遇到多么大的危险也不会有人死呢。所以如今只有喜羊羊才能不落窠臼了么(屁)。
疯狂原始人 The Croods,8.7,113179,很不错的合家欢动画。故事很简单，工具，使用火等道理让孩子也能很快理解，然后又植入亲情和勇气，结尾还略感动。整个故事又有很多惊险与搞笑的场面。第一段找早餐的段落真棒，即很精彩，又介绍了主要人物，性格特点及生活环境都出来了。这是编剧很常用的手法，却也很好用。
疯狂原始人 The Croods,8.7,113179,同样是「冲破阵规」的主题，这个比brave无论在选题还是故事上都有趣多了。远古生态环境的设定也很有趣。croods一家的戏份摆得很好，都个性鲜明又不会抢了主角的光彩。清新热闹流畅加一点小狗血。当皮克斯变成迪尼斯的时候，梦工厂变成了皮克斯。果然是「爱你就会变成你」，相杀相爱神马的。
疯狂原始人 The Croods,8.7,113179,"全程萌翻  小树懒 ""Da da daaaaaaaaa"" 激萌！"
哪吒闹海,9.1,17242,个人认为其中哪吒自杀的情节有很重的虐恋色彩，我小时候第一次看到，内心有一种很奇怪的感觉。
哪吒闹海,9.1,17242,电影真的是时代的产物，小时候看这版的哪吒，不觉得故事有问题，现在再看，才发现这是一个政治味道浓重的故事，传达的价值观念赤裸裸。对比饺子导演对【哪吒之魔童降世】的处理，我命由我不由天的主题又很符合我们当下的主流价值观，哪吒变成了另外一个故事，可能会成为现在这代小朋友的童年回忆，和我们这一代看的哪吒是完全不一样的，可能这就是讲故事的魅力吧。
哪吒闹海,9.1,17242,拦腰斩断的六十五分钟 被斩还有 吃人 被吃 弑父 权权倾轧 “这还你的骨肉 不连累你” 这是最大的背叛 委屈 和孤独
哪吒闹海,9.1,17242,年轻勇敢的战士，为保护更年轻的一代不被老朽腐坏的政权吞食，抛弃了自己的血肉之躯，与怯懦的父亲决裂，战斗过后，向着光明的未来奔去。但是龙王是杀不死的啊，死了还会有新的龙王，永远渴求着更多的童男童女，几千年了，哪吒还打得动吗？
哪吒闹海,9.1,17242,省去了繁复、冗长的成长脉络，纯粹提炼出某种极致的哪吒精神，提炼出中国古画与戏曲的精华，刺破权力体制的虚伪和大人世界的荒谬。哪怕世界对不义卑躬屈膝，哪怕至亲对真相懦弱回避，坦荡立于天地间的少年，也没有一丝一毫的畏惧。满腔愤恨，持剑自刎，养育之恩，一刀两断。我将骨肉还于你，我用莲藕为躯体。红绫金圈，打尽天下不公事；三头六臂，看遍世间无情人。可在真正长大复仇之前，也难免要对着疼爱自己的师父痛哭流涕。
天书奇谭,9.2,14406,"“你是蛋生的，所以叫蛋生~”蛋生的师傅好帅啊~~~~~~~~"
天书奇谭,9.2,14406,年轻狐狸精还真美。袁公乃中国的普罗米修斯呵。
天书奇谭,9.2,14406,畸形性格的形成跟这些家伙绝对有关
天书奇谭,9.2,14406,这个好看，童年回忆
天书奇谭,9.2,14406,动画好多，经典的却很少，是吧蛋生。。。。
心迷宫,8.7,80913,作为一部小成本处女作，这是一部值得鼓励和需要鼓励的好电影。主要好在剧本方面，多视角拼图叙事，缓缓揭开一个环环相扣的农村题材罪案故事。并以此去照出每个人心中的恶与自私。整个片子剧作结构与剧情设定都很巧。只可惜，因为制作成本过低，制作水平还是略粗糙。其实可以更好。
心迷宫,8.7,80913,国产犯罪片越来越好。「烈日灼心」力道够了，然剧本硬伤太重。「心迷宫」的剧本真是惊喜。如此群戏能这样流畅地自圆，已实属不易；时间线打散却又让观众能轻易缕清而不显杂乱无章，确是匠心别具地精巧。开场即惊艳；结尾父子对峙戏太棒。当然，为过审加上的那行字幕让人出戏，不过相信以后会更好。
心迷宫,8.7,80913,剧本挺有趣的，没有让三段式沦为中国电影常见的山寨故事。电影化处理上有所欠缺（无论一眼可见的演员表现还是画面处理），不知是不是受限于制作成本，不过，作为第一部，确实不错了。中国电影的未来，依然是在乡村和县城啊。
心迷宫,8.7,80913,【B+】封闭的村庄，悬疑前置的凶杀，阴差阳错的众生相，故事设定和结构都像极马尔克斯的《一桩事先张扬的谋杀案》，环环相扣互为因果，挖了一堆坑，全部严禁密实的填上，故事编的一个大写的牛逼。除了为审查和怕观众不懂的而妥协的最后十分钟，以及成本问题造成的技术毛糙，五星着实。
心迷宫,8.7,80913,4.5。1.终于得见[殡棺]，乡村怪尸即视感，叙事结构值五星哈。2.所有秘密都不说出，每个时间节点都恰到好处，昔日看蒙吉[西方]也有类似感受。3.村长苦逼处境被一层层剥开，是全片最华彩部分。4.父子俩隔着棺材沉默站立，那一刻情绪超赞。5.对于风格尚欠、硬件粗陋的新导演来说，整体上可挑剔的不多。
